,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
2170,1.5289125370382533e+18,1,0,0,0,0.467966,-1.1727670000000001,-0.45807299999999995
2180,1.5289125372398252e+18,1,0,0,0,-1.20636,4.0286050000000015,-2.331227
2190,1.528912537441397e+18,1,0,0,0,-0.38967199999999996,-1.493299,-1.06403
2200,1.5289125376429688e+18,1,0,0,0,1.3612360000000001,3.3433260000000002,1.465675
2210,1.528912537844541e+18,1,0,0,0,0.64348,-1.3194290000000002,-0.185669
2220,1.5289125380461125e+18,1,0,0,0,-0.732168,-0.090914,0.740009
2230,1.5289125382476844e+18,1,0,0,0,-0.218446,-1.229234,0.74308
2240,1.5289125384492562e+18,1,0,0,0,1.270342,0.808743,-1.524704
2250,1.528912538650828e+18,1,0,0,0,0.5805680000000001,-0.7132,-0.24205900000000002
2260,1.5289125388524e+18,1,0,0,0,-0.65153,-0.940952,0.538008
2270,1.5289125390539717e+18,1,0,0,0,-0.343442,-0.34073600000000004,0.287192
2280,1.5289125392555436e+18,1,0,0,0,0.84447,-0.275221,-0.5117010000000001
2290,1.5289125394571154e+18,1,0,0,0,1.6125399999999999,2.836568,1.797268
2300,1.5289125396586872e+18,1,0,0,0,-0.38756599999999997,-1.142263,0.338918
2310,1.528912539860259e+18,1,0,0,0,-0.9035040000000001,2.0180759999999998,0.866575
2320,1.528912540061831e+18,1,0,0,0,0.672692,-1.089433,-0.359471
2330,1.5289125402634028e+18,1,0,0,0,-0.674511,4.338385,-1.0063360000000001
2340,1.5289125404649746e+18,1,0,0,0,-0.052754999999999996,-1.8292110000000001,-1.871906
2350,1.5289125406665464e+18,1,0,0,0,0.11689000000000001,1.176183,0.27824099999999996
2360,1.5289125408681185e+18,1,0,0,0,0.728155,-1.135903,-0.316276
2370,1.52891254106969e+18,1,0,0,0,-0.877265,-0.1286,0.344033
2380,1.528912541271262e+18,1,0,0,0,-0.216496,-0.44539799999999996,0.34786100000000003
2390,1.5289125414728338e+18,1,0,0,0,0.7258100000000001,0.964744,0.198853
2400,1.5289125416744056e+18,1,0,0,0,0.7334069999999999,-0.787667,-0.13101400000000002
2410,1.5289125418759777e+18,1,0,0,0,-0.532435,-0.878166,0.412991
2420,1.5289125420775493e+18,1,0,0,0,-0.322915,-0.38456999999999997,0.208533
2430,1.5289125422791212e+18,1,0,0,0,1.283819,0.229965,-0.390676
2440,1.528912542480693e+18,1,0,0,0,1.349631,1.2295479999999999,1.2000549999999999
2450,1.5289125426822648e+18,1,0,0,0,-0.39052600000000004,-1.103934,0.503894
2460,1.528912542883837e+18,1,0,0,0,-1.288125,2.476328,0.658979
2470,1.5289125430854085e+18,1,0,0,0,0.727015,-1.055957,-0.41372600000000004
2480,1.5289125432869804e+18,1,0,0,0,-0.681243,4.409347,-0.689438
2490,1.5289125434885522e+18,1,0,0,0,-0.16222899999999998,-1.56202,-1.208883
2500,1.528912543690124e+18,1,0,0,0,0.24465399999999998,1.899818,0.359511
2510,1.528912543891696e+18,1,0,0,0,0.52568,-1.22514,-0.25158400000000003
2520,1.5289125440932677e+18,1,0,0,0,-0.7251810000000001,0.23113699999999998,0.45526099999999997
2530,1.5289125442948396e+18,1,0,0,0,-0.007453,-1.092576,0.11678699999999999
2540,1.5289125444964114e+18,1,0,0,0,0.677267,0.058727,-0.32199
2550,1.5289125446979832e+18,1,0,0,0,0.596394,-0.8979459999999999,-0.16864
