,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
35920,1.5289132173432133e+18,1,0,0,0,0.266965,-1.853086,0.389092
35930,1.5289132175447852e+18,1,0,0,0,0.053850999999999996,3.445293,1.318583
35940,1.528913217746357e+18,1,0,0,0,0.100928,0.09688,-2.7772040000000002
35950,1.5289132179479288e+18,1,0,0,0,2.996734,0.367451,2.101327
35960,1.528913218149501e+18,1,0,0,0,-0.8212360000000001,-1.7462330000000001,-1.425193
35970,1.5289132183510725e+18,1,0,0,0,-0.833058,1.4935399999999999,2.26708
35980,1.5289132185526444e+18,1,0,0,0,-0.191089,0.366213,-1.243399
35990,1.5289132187542162e+18,1,0,0,0,-0.119485,3.7525660000000003,6.025624
36000,1.528913218955788e+18,1,0,0,0,1.488242,-0.897392,-1.276226
36010,1.52891321915736e+18,1,0,0,0,-2.494822,-1.8765060000000002,-2.381759
36020,1.5289132193589317e+18,1,0,0,0,1.2454180000000001,1.300838,0.11839200000000001
36030,1.5289132195605036e+18,1,0,0,0,1.2430379999999999,-3.463286,1.22241
36040,1.5289132197620754e+18,1,0,0,0,0.06576900000000001,-0.196474,0.357486
36050,1.5289132199636472e+18,1,0,0,0,-3.474828,-2.238518,-3.8071660000000014
36060,1.528913220165219e+18,1,0,0,0,1.5562770000000001,-0.82945,0.429975
36070,1.528913220366791e+18,1,0,0,0,0.40079499999999996,-1.446072,-0.4809850000000001
36080,1.5289132205683628e+18,1,0,0,0,-0.663507,5.321815,1.734695
36090,1.5289132207699346e+18,1,0,0,0,-0.648303,3.676447,-1.410239
36100,1.5289132209715064e+18,1,0,0,0,0.8057439999999999,3.57306,6.936478
36110,1.5289132211730785e+18,1,0,0,0,-0.181143,-0.37457399999999996,-0.860986
36120,1.52891322137465e+18,1,0,0,0,-1.626563,-0.327083,-1.997738
36130,1.528913221576222e+18,1,0,0,0,-0.23036900000000002,-0.386435,-0.704098
36140,1.5289132217777938e+18,1,0,0,0,0.06215900000000001,-2.9247520000000002,1.8261669999999999
36150,1.5289132219793656e+18,1,0,0,0,0.324227,-2.840185,0.9648690000000001
36160,1.5289132221809377e+18,1,0,0,0,1.262413,4.790181,-1.464685
36170,1.5289132223825093e+18,1,0,0,0,1.801798,1.329359,0.608074
36180,1.5289132225840812e+18,1,0,0,0,0.296076,-1.425306,-0.6487390000000001
36190,1.528913222785653e+18,1,0,0,0,-0.9288129999999999,6.016872,2.0011080000000003
36200,1.5289132229872248e+18,1,0,0,0,-0.553858,1.625991,-1.354127
36210,1.528913223188797e+18,1,0,0,0,-1.6640220000000001,6.568672,7.754755
36220,1.5289132233903685e+18,1,0,0,0,-0.589129,-0.8462430000000001,-1.310898
36230,1.5289132235919404e+18,1,0,0,0,-0.7807390000000001,2.825682,-0.335093
36240,1.5289132237935122e+18,1,0,0,0,0.714284,-1.255816,-0.49347399999999997
36250,1.528913223995084e+18,1,0,0,0,0.313165,-2.63469,1.8135599999999998
36260,1.528913224196656e+18,1,0,0,0,1.3288790000000001,-2.261318,-0.549058
36270,1.5289132243982277e+18,1,0,0,0,1.6253785,-0.31100450000000013,0.21476249999999997
36280,1.5289132245997996e+18,1,0,0,0,1.921878,1.639309,0.978583
